Name,Age,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
J. Rasmussen,21,67,45.0,30.0,64.0,62.0,30.0,55.0,30.0,29.0,60.0,55.0,63.0,64.0,63.0,63.0,69.0,40.0,68.0,64.0,78.0,30.0,68.0,66.0,22.0,40.0,30.0,63.0,65.0,65.0,65.0,9.0,11.0,12.0,13.0,8.0
Y. Ramadani,22,67,54.0,40.0,61.0,69.0,40.0,62.0,42.0,44.0,67.0,65.0,61.0,68.0,65.0,56.0,62.0,67.0,66.0,80.0,70.0,58.0,60.0,68.0,65.0,67.0,35.0,64.0,66.0,66.0,60.0,8.0,15.0,12.0,15.0,11.0
E. Akichi,28,67,56.0,46.0,49.0,65.0,42.0,63.0,53.0,52.0,68.0,63.0,75.0,69.0,71.0,65.0,68.0,59.0,72.0,82.0,59.0,55.0,68.0,69.0,58.0,63.0,47.0,62.0,67.0,64.0,63.0,13.0,15.0,15.0,16.0,9.0
C. Chiricò,26,67,61.0,61.0,44.0,60.0,66.0,74.0,68.0,65.0,50.0,65.0,77.0,77.0,82.0,69.0,91.0,66.0,55.0,71.0,59.0,64.0,45.0,23.0,65.0,60.0,60.0,63.0,34.0,16.0,15.0,12.0,10.0,13.0,6.0,8.0
H. Sacko,24,67,58.0,63.0,49.0,59.0,62.0,72.0,53.0,45.0,47.0,66.0,90.0,91.0,82.0,65.0,52.0,71.0,63.0,62.0,75.0,52.0,67.0,26.0,64.0,54.0,60.0,49.0,24.0,25.0,19.0,8.0,8.0,6.0,15.0,10.0
Chris Farminhão,34,67,54.0,45.0,74.0,66.0,56.0,51.0,72.0,73.0,62.0,55.0,43.0,57.0,44.0,71.0,42.0,71.0,81.0,44.0,82.0,46.0,59.0,66.0,39.0,51.0,57.0,58.0,81.0,50.0,57.0,11.0,9.0,7.0,11.0,13.0
D. Keita-Ruel,28,67,49.0,70.0,69.0,51.0,66.0,61.0,59.0,44.0,38.0,61.0,75.0,77.0,70.0,59.0,62.0,67.0,85.0,84.0,84.0,65.0,79.0,19.0,64.0,48.0,58.0,56.0,36.0,24.0,23.0,7.0,15.0,12.0,9.0,15.0
P. Zulu,25,67,64.0,68.0,60.0,65.0,66.0,67.0,60.0,45.0,62.0,69.0,76.0,75.0,69.0,61.0,75.0,84.0,57.0,55.0,69.0,63.0,48.0,53.0,63.0,57.0,67.0,60.0,57.0,66.0,62.0,15.0,7.0,10.0,12.0,10.0
H. Bahebri,25,67,60.0,56.0,48.0,64.0,55.0,69.0,69.0,48.0,56.0,66.0,80.0,74.0,81.0,63.0,76.0,71.0,65.0,67.0,62.0,62.0,55.0,42.0,67.0,65.0,42.0,55.0,46.0,43.0,50.0,10.0,7.0,12.0,12.0,9.0
C. Arias,30,67,43.0,65.0,71.0,58.0,66.0,64.0,67.0,67.0,54.0,69.0,69.0,73.0,67.0,66.0,71.0,66.0,75.0,64.0,62.0,62.0,51.0,19.0,66.0,45.0,71.0,65.0,51.0,23.0,19.0,16.0,6.0,10.0,16.0,8.0
Jeong Woo Jae,26,67,66.0,57.0,58.0,67.0,40.0,69.0,38.0,34.0,61.0,65.0,71.0,75.0,71.0,63.0,73.0,68.0,59.0,73.0,63.0,69.0,63.0,66.0,65.0,54.0,45.0,59.0,54.0,63.0,56.0,12.0,6.0,15.0,11.0,13.0
W. Dammers,23,67,33.0,55.0,70.0,57.0,50.0,60.0,51.0,40.0,48.0,66.0,67.0,71.0,65.0,59.0,63.0,73.0,74.0,64.0,74.0,66.0,66.0,55.0,59.0,49.0,61.0,50.0,69.0,66.0,67.0,16.0,8.0,12.0,10.0,15.0
K. Kotsaris,21,67,17.0,18.0,20.0,25.0,15.0,13.0,16.0,17.0,22.0,19.0,52.0,45.0,69.0,60.0,54.0,46.0,77.0,38.0,66.0,13.0,24.0,11.0,18.0,43.0,32.0,51.0,17.0,16.0,14.0,70.0,62.0,60.0,65.0,71.0
M. Poletanović,24,67,52.0,59.0,65.0,75.0,63.0,64.0,66.0,65.0,68.0,68.0,52.0,54.0,61.0,64.0,58.0,73.0,61.0,68.0,65.0,70.0,69.0,66.0,65.0,69.0,55.0,66.0,65.0,59.0,56.0,15.0,14.0,15.0,11.0,13.0
J. Hopcutt,26,67,48.0,71.0,46.0,59.0,56.0,67.0,55.0,41.0,42.0,69.0,79.0,77.0,80.0,59.0,78.0,64.0,65.0,75.0,62.0,66.0,48.0,33.0,69.0,63.0,52.0,62.0,59.0,37.0,33.0,6.0,11.0,11.0,7.0,14.0
P. Małecki,29,67,65.0,63.0,46.0,64.0,62.0,66.0,65.0,58.0,56.0,63.0,72.0,77.0,78.0,62.0,81.0,71.0,71.0,82.0,73.0,66.0,67.0,43.0,71.0,62.0,63.0,70.0,30.0,40.0,44.0,14.0,14.0,13.0,10.0,14.0
B. Mitrev,31,67,11.0,15.0,19.0,23.0,13.0,16.0,13.0,24.0,21.0,18.0,22.0,19.0,24.0,65.0,53.0,23.0,32.0,29.0,24.0,15.0,21.0,17.0,19.0,31.0,20.0,62.0,21.0,14.0,11.0,60.0,69.0,73.0,66.0,68.0
Qin Sheng,31,67,36.0,44.0,60.0,62.0,29.0,52.0,41.0,42.0,69.0,62.0,64.0,60.0,64.0,63.0,70.0,66.0,65.0,85.0,67.0,52.0,90.0,66.0,47.0,59.0,53.0,57.0,54.0,68.0,63.0,8.0,6.0,6.0,12.0,10.0
Marco Soares,34,67,52.0,45.0,56.0,67.0,52.0,64.0,48.0,64.0,69.0,68.0,67.0,65.0,57.0,64.0,58.0,75.0,75.0,51.0,78.0,64.0,85.0,63.0,46.0,66.0,62.0,67.0,55.0,68.0,61.0,8.0,12.0,16.0,10.0,9.0
Romário,32,67,59.0,67.0,33.0,70.0,68.0,71.0,66.0,63.0,59.0,73.0,75.0,65.0,90.0,67.0,84.0,66.0,78.0,70.0,35.0,67.0,39.0,44.0,70.0,69.0,68.0,69.0,53.0,39.0,34.0,15.0,10.0,16.0,9.0,15.0
Pedro Trigueira,30,67,15.0,15.0,17.0,20.0,14.0,22.0,16.0,13.0,23.0,10.0,45.0,45.0,54.0,63.0,51.0,14.0,67.0,36.0,67.0,20.0,41.0,18.0,14.0,31.0,14.0,37.0,10.0,13.0,14.0,63.0,64.0,70.0,67.0,69.0
A. Hrustić,21,67,65.0,59.0,54.0,70.0,46.0,70.0,72.0,66.0,65.0,72.0,73.0,70.0,74.0,66.0,59.0,62.0,65.0,54.0,65.0,65.0,35.0,59.0,60.0,66.0,52.0,66.0,55.0,59.0,48.0,9.0,7.0,8.0,7.0,6.0
U. Segura,25,67,52.0,60.0,62.0,70.0,66.0,69.0,60.0,62.0,66.0,69.0,69.0,66.0,66.0,66.0,67.0,71.0,58.0,71.0,61.0,67.0,69.0,52.0,66.0,67.0,61.0,67.0,58.0,54.0,52.0,12.0,9.0,12.0,11.0,14.0
J. Billong,24,67,39.0,25.0,64.0,59.0,36.0,47.0,32.0,32.0,46.0,43.0,56.0,55.0,42.0,60.0,39.0,54.0,67.0,56.0,85.0,30.0,64.0,56.0,28.0,38.0,53.0,53.0,66.0,72.0,71.0,7.0,11.0,8.0,6.0,12.0
L. Arias,33,67,66.0,64.0,65.0,67.0,63.0,64.0,63.0,65.0,64.0,65.0,76.0,74.0,76.0,65.0,87.0,70.0,76.0,66.0,59.0,67.0,70.0,62.0,65.0,63.0,66.0,66.0,63.0,65.0,66.0,14.0,9.0,9.0,8.0,15.0
K. Arkivuo,35,67,70.0,40.0,41.0,59.0,54.0,64.0,64.0,56.0,58.0,65.0,74.0,67.0,80.0,69.0,80.0,70.0,83.0,79.0,68.0,59.0,81.0,67.0,49.0,58.0,52.0,69.0,60.0,65.0,66.0,3.0,3.0,3.0,3.0,3.0
S. Palombi,22,67,58.0,67.0,68.0,57.0,64.0,60.0,47.0,49.0,57.0,65.0,73.0,66.0,60.0,65.0,59.0,61.0,59.0,66.0,71.0,59.0,46.0,40.0,70.0,56.0,52.0,55.0,19.0,36.0,37.0,9.0,11.0,13.0,6.0,7.0
G. Maggiore,20,67,43.0,45.0,52.0,70.0,48.0,63.0,55.0,42.0,67.0,66.0,56.0,58.0,60.0,69.0,65.0,63.0,63.0,72.0,65.0,59.0,65.0,69.0,58.0,66.0,53.0,67.0,55.0,65.0,63.0,6.0,8.0,9.0,8.0,6.0
M. Konrad,30,67,53.0,54.0,63.0,64.0,55.0,54.0,49.0,51.0,63.0,56.0,54.0,65.0,57.0,64.0,56.0,64.0,71.0,82.0,80.0,55.0,69.0,67.0,44.0,50.0,49.0,64.0,74.0,69.0,65.0,7.0,14.0,12.0,13.0,15.0
Zheng Long,30,67,68.0,60.0,42.0,62.0,40.0,72.0,68.0,67.0,57.0,65.0,76.0,75.0,73.0,68.0,74.0,60.0,51.0,70.0,67.0,58.0,55.0,54.0,64.0,67.0,59.0,64.0,38.0,14.0,21.0,14.0,6.0,7.0,15.0,13.0
A. Lazaar,26,67,70.0,45.0,57.0,68.0,51.0,70.0,67.0,40.0,64.0,70.0,67.0,64.0,72.0,65.0,67.0,73.0,63.0,56.0,62.0,68.0,67.0,66.0,62.0,56.0,48.0,69.0,60.0,70.0,70.0,10.0,11.0,6.0,13.0,13.0
J. Donachie,25,67,38.0,31.0,68.0,65.0,26.0,34.0,30.0,27.0,54.0,51.0,67.0,68.0,52.0,54.0,49.0,38.0,69.0,67.0,82.0,30.0,52.0,68.0,26.0,33.0,43.0,63.0,63.0,70.0,64.0,15.0,10.0,12.0,14.0,6.0
J. Bizama,24,67,59.0,39.0,63.0,67.0,28.0,60.0,47.0,25.0,66.0,65.0,74.0,81.0,65.0,55.0,64.0,56.0,65.0,73.0,74.0,53.0,72.0,60.0,55.0,50.0,34.0,51.0,62.0,69.0,70.0,6.0,14.0,9.0,5.0,13.0
A. Rossi,21,67,52.0,69.0,64.0,65.0,64.0,64.0,53.0,50.0,49.0,66.0,67.0,63.0,58.0,62.0,46.0,70.0,62.0,59.0,73.0,60.0,43.0,32.0,66.0,48.0,53.0,55.0,28.0,26.0,24.0,7.0,5.0,14.0,10.0,6.0
Nolaskoain,19,67,47.0,63.0,67.0,73.0,48.0,64.0,44.0,45.0,62.0,70.0,66.0,59.0,70.0,65.0,54.0,57.0,73.0,68.0,70.0,45.0,59.0,68.0,60.0,65.0,49.0,62.0,64.0,64.0,62.0,11.0,11.0,7.0,8.0,14.0
H. Singh,27,67,61.0,53.0,63.0,69.0,67.0,66.0,71.0,60.0,67.0,68.0,58.0,51.0,68.0,64.0,71.0,77.0,71.0,72.0,76.0,67.0,46.0,62.0,64.0,68.0,67.0,68.0,48.0,55.0,53.0,10.0,9.0,6.0,8.0,11.0
João Carlos,23,67,27.0,70.0,68.0,64.0,62.0,69.0,32.0,36.0,61.0,68.0,54.0,55.0,65.0,56.0,57.0,73.0,66.0,63.0,80.0,61.0,57.0,17.0,65.0,41.0,63.0,70.0,12.0,10.0,12.0,10.0,9.0,11.0,13.0,15.0
J. Nation,28,67,28.0,26.0,61.0,64.0,33.0,38.0,24.0,20.0,60.0,55.0,53.0,50.0,61.0,62.0,56.0,50.0,72.0,62.0,78.0,33.0,73.0,64.0,43.0,42.0,25.0,68.0,65.0,66.0,62.0,6.0,10.0,16.0,9.0,6.0
S. Kulovits,35,67,48.0,51.0,58.0,62.0,43.0,58.0,55.0,40.0,53.0,64.0,57.0,46.0,76.0,66.0,76.0,61.0,77.0,80.0,60.0,65.0,83.0,70.0,37.0,51.0,47.0,68.0,69.0,69.0,73.0,13.0,16.0,8.0,12.0,16.0
T. Grøgaard,24,67,67.0,35.0,50.0,64.0,58.0,63.0,60.0,37.0,52.0,65.0,79.0,73.0,77.0,61.0,81.0,56.0,50.0,76.0,69.0,35.0,58.0,67.0,60.0,65.0,60.0,64.0,59.0,67.0,64.0,15.0,9.0,12.0,16.0,9.0
R. Williams,24,67,64.0,57.0,30.0,62.0,56.0,67.0,50.0,41.0,55.0,66.0,79.0,78.0,84.0,67.0,80.0,58.0,71.0,77.0,63.0,52.0,42.0,20.0,58.0,63.0,55.0,57.0,22.0,25.0,24.0,13.0,8.0,7.0,8.0,15.0
F. Miguel,21,67,64.0,52.0,59.0,65.0,40.0,61.0,55.0,39.0,58.0,63.0,64.0,70.0,66.0,65.0,67.0,50.0,71.0,62.0,77.0,44.0,66.0,70.0,55.0,59.0,41.0,66.0,65.0,66.0,68.0,8.0,11.0,8.0,16.0,8.0
M. Bukata,24,67,61.0,34.0,53.0,67.0,45.0,67.0,42.0,41.0,65.0,68.0,73.0,67.0,83.0,65.0,80.0,61.0,59.0,84.0,51.0,55.0,66.0,65.0,61.0,66.0,40.0,70.0,51.0,59.0,59.0,13.0,9.0,7.0,7.0,15.0
K. Broll,22,67,10.0,7.0,12.0,21.0,5.0,12.0,11.0,12.0,20.0,17.0,15.0,15.0,26.0,69.0,33.0,19.0,53.0,25.0,48.0,8.0,16.0,14.0,7.0,45.0,13.0,65.0,11.0,12.0,11.0,69.0,65.0,38.0,65.0,72.0
M. Jiménez,28,67,13.0,13.0,12.0,18.0,14.0,13.0,14.0,14.0,17.0,22.0,41.0,44.0,55.0,62.0,50.0,23.0,52.0,39.0,55.0,15.0,12.0,24.0,13.0,14.0,22.0,47.0,15.0,12.0,13.0,65.0,67.0,66.0,65.0,69.0
K. Nagai,29,67,57.0,61.0,61.0,59.0,59.0,67.0,61.0,54.0,55.0,61.0,93.0,93.0,83.0,64.0,67.0,65.0,80.0,91.0,67.0,60.0,61.0,32.0,65.0,59.0,62.0,65.0,44.0,28.0,29.0,7.0,12.0,12.0,16.0,11.0
C. Philipps,24,67,60.0,19.0,65.0,70.0,57.0,65.0,61.0,41.0,68.0,68.0,61.0,61.0,59.0,60.0,65.0,52.0,77.0,78.0,73.0,48.0,66.0,70.0,42.0,52.0,65.0,56.0,54.0,66.0,61.0,12.0,9.0,11.0,12.0,8.0
M. Sadler,33,67,55.0,33.0,56.0,60.0,32.0,58.0,60.0,52.0,59.0,57.0,58.0,53.0,70.0,62.0,70.0,56.0,73.0,74.0,76.0,57.0,76.0,65.0,46.0,54.0,42.0,59.0,66.0,69.0,68.0,11.0,13.0,7.0,12.0,8.0
F. Centonze,22,67,64.0,59.0,60.0,65.0,62.0,65.0,63.0,46.0,59.0,68.0,78.0,74.0,71.0,59.0,72.0,68.0,82.0,80.0,73.0,58.0,63.0,57.0,64.0,59.0,50.0,59.0,63.0,67.0,64.0,14.0,12.0,9.0,12.0,13.0
J. Ligali,27,67,13.0,10.0,14.0,36.0,10.0,10.0,10.0,13.0,34.0,18.0,46.0,42.0,37.0,65.0,42.0,25.0,68.0,39.0,54.0,10.0,13.0,16.0,14.0,22.0,13.0,53.0,12.0,13.0,11.0,70.0,65.0,64.0,63.0,68.0
A. Sánchez,31,67,20.0,18.0,17.0,24.0,19.0,20.0,13.0,14.0,22.0,20.0,23.0,20.0,23.0,66.0,48.0,23.0,33.0,18.0,68.0,14.0,13.0,10.0,10.0,43.0,25.0,33.0,24.0,15.0,14.0,65.0,62.0,67.0,67.0,72.0
A. Nalini,28,67,63.0,65.0,43.0,65.0,52.0,72.0,53.0,43.0,55.0,70.0,68.0,69.0,65.0,63.0,70.0,69.0,45.0,59.0,61.0,58.0,40.0,20.0,67.0,66.0,57.0,71.0,22.0,30.0,23.0,13.0,8.0,10.0,8.0,9.0
Zheng Zheng,28,67,63.0,63.0,56.0,70.0,48.0,68.0,67.0,67.0,62.0,67.0,79.0,75.0,63.0,63.0,70.0,52.0,68.0,67.0,65.0,48.0,70.0,58.0,58.0,72.0,59.0,50.0,68.0,68.0,63.0,10.0,11.0,8.0,8.0,14.0
Héctor Rodas,30,67,47.0,39.0,64.0,58.0,42.0,40.0,37.0,35.0,55.0,53.0,47.0,55.0,48.0,61.0,48.0,55.0,48.0,55.0,81.0,36.0,74.0,69.0,40.0,33.0,46.0,56.0,68.0,68.0,61.0,13.0,9.0,9.0,14.0,8.0
D. Høegh,27,67,31.0,31.0,74.0,62.0,33.0,47.0,30.0,28.0,65.0,56.0,54.0,44.0,54.0,61.0,51.0,58.0,64.0,69.0,77.0,46.0,64.0,64.0,27.0,38.0,34.0,61.0,65.0,68.0,67.0,8.0,13.0,14.0,7.0,11.0
C. Martschinko,24,67,60.0,52.0,53.0,59.0,56.0,65.0,66.0,61.0,54.0,66.0,79.0,80.0,82.0,65.0,81.0,64.0,80.0,76.0,72.0,51.0,68.0,62.0,53.0,49.0,54.0,58.0,64.0,67.0,63.0,12.0,8.0,8.0,10.0,15.0
F. Micolta,28,67,61.0,67.0,60.0,62.0,51.0,70.0,51.0,34.0,45.0,67.0,88.0,90.0,71.0,59.0,70.0,64.0,58.0,69.0,70.0,50.0,43.0,59.0,65.0,66.0,48.0,64.0,59.0,59.0,54.0,16.0,10.0,11.0,8.0,16.0
J. Piotrowski,20,67,49.0,60.0,63.0,67.0,39.0,68.0,54.0,63.0,63.0,70.0,68.0,67.0,66.0,62.0,57.0,72.0,65.0,74.0,78.0,67.0,60.0,64.0,60.0,67.0,51.0,65.0,62.0,63.0,60.0,8.0,5.0,6.0,8.0,7.0
M. Carretta,27,67,61.0,53.0,42.0,64.0,36.0,65.0,44.0,36.0,58.0,67.0,90.0,92.0,82.0,66.0,68.0,48.0,38.0,69.0,57.0,57.0,64.0,36.0,60.0,60.0,49.0,48.0,39.0,31.0,29.0,8.0,7.0,16.0,8.0,14.0
J. Skalák,26,67,71.0,60.0,55.0,63.0,65.0,68.0,74.0,68.0,59.0,71.0,67.0,65.0,76.0,65.0,75.0,67.0,71.0,63.0,67.0,61.0,63.0,56.0,66.0,64.0,65.0,59.0,12.0,26.0,10.0,11.0,8.0,12.0,8.0,15.0
L. Lindsay,22,67,30.0,21.0,69.0,58.0,31.0,39.0,23.0,31.0,53.0,49.0,47.0,58.0,34.0,58.0,54.0,37.0,77.0,71.0,81.0,25.0,64.0,60.0,24.0,37.0,18.0,47.0,63.0,67.0,70.0,12.0,7.0,8.0,10.0,12.0
V. Hoff,22,67,60.0,56.0,59.0,70.0,44.0,67.0,52.0,46.0,65.0,68.0,68.0,70.0,72.0,64.0,80.0,58.0,78.0,79.0,60.0,58.0,57.0,60.0,62.0,66.0,47.0,60.0,63.0,64.0,60.0,12.0,16.0,16.0,8.0,16.0
M. Zaccagni,23,67,54.0,48.0,46.0,74.0,44.0,64.0,48.0,43.0,71.0,74.0,61.0,52.0,67.0,60.0,66.0,64.0,47.0,55.0,37.0,63.0,67.0,47.0,68.0,65.0,55.0,62.0,62.0,62.0,52.0,13.0,16.0,14.0,8.0,7.0
R. Vera,35,67,48.0,30.0,65.0,59.0,38.0,39.0,38.0,58.0,58.0,56.0,38.0,40.0,35.0,54.0,54.0,74.0,59.0,60.0,84.0,59.0,78.0,65.0,31.0,26.0,70.0,49.0,66.0,65.0,68.0,8.0,6.0,15.0,14.0,15.0
J. Riedel,26,67,38.0,35.0,58.0,64.0,40.0,63.0,57.0,32.0,64.0,59.0,68.0,78.0,74.0,65.0,67.0,45.0,81.0,69.0,71.0,21.0,56.0,68.0,47.0,45.0,44.0,68.0,68.0,69.0,67.0,7.0,7.0,12.0,8.0,9.0
T. Yalçıner,31,67,52.0,45.0,69.0,64.0,32.0,63.0,40.0,48.0,60.0,67.0,63.0,66.0,67.0,64.0,70.0,51.0,71.0,74.0,67.0,41.0,75.0,74.0,51.0,49.0,51.0,60.0,68.0,65.0,64.0,9.0,6.0,7.0,10.0,14.0
B. De Alba,25,67,62.0,50.0,35.0,68.0,46.0,67.0,67.0,72.0,64.0,66.0,79.0,82.0,79.0,65.0,88.0,64.0,48.0,64.0,39.0,53.0,31.0,24.0,62.0,67.0,52.0,55.0,59.0,22.0,25.0,9.0,14.0,8.0,10.0,8.0
A. Nouri,28,67,58.0,39.0,49.0,62.0,52.0,66.0,59.0,51.0,58.0,63.0,75.0,79.0,66.0,64.0,75.0,69.0,58.0,85.0,71.0,48.0,71.0,67.0,61.0,45.0,50.0,64.0,60.0,65.0,62.0,12.0,7.0,14.0,16.0,11.0
C. Gartner,24,67,58.0,40.0,54.0,70.0,57.0,67.0,65.0,58.0,67.0,71.0,68.0,64.0,74.0,65.0,74.0,70.0,59.0,64.0,64.0,66.0,65.0,62.0,54.0,67.0,51.0,61.0,62.0,67.0,64.0,10.0,6.0,10.0,11.0,6.0
T. Geyer,27,67,25.0,19.0,65.0,64.0,22.0,33.0,22.0,13.0,62.0,58.0,68.0,72.0,65.0,61.0,68.0,37.0,90.0,73.0,68.0,21.0,65.0,66.0,36.0,35.0,30.0,59.0,62.0,66.0,66.0,14.0,13.0,7.0,11.0,13.0
L. Domínguez,28,67,44.0,29.0,70.0,63.0,31.0,55.0,29.0,23.0,60.0,53.0,46.0,52.0,57.0,62.0,52.0,39.0,78.0,56.0,72.0,32.0,69.0,68.0,24.0,30.0,38.0,68.0,66.0,65.0,63.0,13.0,9.0,6.0,6.0,12.0
Naldo,28,67,36.0,30.0,64.0,66.0,31.0,60.0,35.0,37.0,61.0,62.0,64.0,62.0,44.0,56.0,52.0,43.0,67.0,73.0,67.0,31.0,74.0,71.0,26.0,53.0,43.0,52.0,67.0,70.0,68.0,8.0,12.0,9.0,14.0,11.0
L. Kelly,19,67,63.0,30.0,55.0,64.0,29.0,66.0,41.0,42.0,44.0,66.0,79.0,81.0,68.0,60.0,68.0,40.0,60.0,71.0,74.0,30.0,49.0,63.0,50.0,41.0,44.0,66.0,65.0,68.0,62.0,7.0,8.0,8.0,11.0,12.0
S. Whalley,30,67,63.0,60.0,35.0,61.0,39.0,67.0,42.0,56.0,56.0,64.0,93.0,91.0,88.0,55.0,77.0,56.0,62.0,68.0,67.0,59.0,41.0,38.0,61.0,60.0,57.0,54.0,41.0,31.0,29.0,12.0,16.0,15.0,10.0,10.0
K. Anzai,23,67,70.0,46.0,47.0,61.0,40.0,63.0,67.0,57.0,64.0,67.0,89.0,85.0,65.0,64.0,78.0,55.0,72.0,67.0,48.0,45.0,56.0,60.0,50.0,53.0,48.0,59.0,71.0,61.0,58.0,7.0,8.0,14.0,12.0,10.0
C. Pontius,30,67,64.0,66.0,72.0,66.0,60.0,67.0,66.0,60.0,61.0,67.0,60.0,64.0,68.0,70.0,68.0,75.0,83.0,74.0,70.0,66.0,67.0,47.0,71.0,66.0,66.0,67.0,54.0,58.0,43.0,13.0,12.0,14.0,9.0,13.0
E. Zavaleta,25,67,29.0,49.0,64.0,67.0,56.0,55.0,38.0,37.0,62.0,61.0,64.0,67.0,45.0,61.0,61.0,68.0,77.0,74.0,78.0,56.0,73.0,63.0,54.0,55.0,48.0,62.0,64.0,65.0,62.0,12.0,7.0,15.0,13.0,15.0
G. O'Neil,35,67,68.0,62.0,54.0,71.0,65.0,65.0,70.0,66.0,68.0,70.0,52.0,51.0,62.0,67.0,77.0,66.0,67.0,46.0,66.0,67.0,75.0,65.0,58.0,70.0,64.0,67.0,63.0,65.0,58.0,12.0,8.0,15.0,8.0,14.0
G. Loovens,34,67,42.0,21.0,71.0,61.0,26.0,46.0,38.0,12.0,57.0,53.0,34.0,34.0,32.0,54.0,47.0,52.0,50.0,33.0,75.0,19.0,73.0,66.0,17.0,35.0,24.0,68.0,68.0,68.0,64.0,9.0,14.0,12.0,8.0,11.0
A. González,30,67,59.0,15.0,67.0,60.0,18.0,48.0,31.0,28.0,61.0,55.0,68.0,70.0,62.0,60.0,66.0,29.0,84.0,74.0,79.0,13.0,71.0,69.0,45.0,49.0,34.0,69.0,65.0,69.0,68.0,8.0,7.0,8.0,13.0,9.0
Luís Cortez,24,67,64.0,57.0,43.0,68.0,52.0,64.0,62.0,56.0,67.0,68.0,67.0,68.0,76.0,63.0,70.0,64.0,54.0,34.0,61.0,57.0,46.0,37.0,62.0,69.0,60.0,61.0,39.0,37.0,36.0,6.0,7.0,13.0,14.0,7.0
M. Hernández,35,67,13.0,14.0,12.0,21.0,20.0,14.0,13.0,13.0,22.0,20.0,22.0,27.0,55.0,60.0,32.0,23.0,68.0,35.0,66.0,14.0,13.0,19.0,17.0,31.0,23.0,47.0,23.0,11.0,12.0,67.0,64.0,66.0,66.0,69.0
C. Donaldson,34,67,43.0,68.0,63.0,49.0,58.0,62.0,44.0,29.0,42.0,65.0,69.0,62.0,60.0,68.0,52.0,67.0,69.0,75.0,79.0,55.0,74.0,27.0,70.0,58.0,64.0,70.0,19.0,31.0,16.0,14.0,15.0,16.0,10.0,7.0
D. Mendiseca,22,67,55.0,32.0,61.0,56.0,29.0,56.0,45.0,29.0,58.0,62.0,69.0,68.0,57.0,67.0,65.0,35.0,63.0,65.0,73.0,35.0,65.0,68.0,49.0,40.0,36.0,48.0,67.0,75.0,73.0,8.0,6.0,11.0,16.0,14.0
S. Cronin,31,67,59.0,54.0,55.0,69.0,55.0,58.0,61.0,45.0,67.0,65.0,55.0,64.0,59.0,64.0,66.0,69.0,69.0,64.0,67.0,63.0,74.0,66.0,59.0,65.0,61.0,67.0,68.0,62.0,59.0,16.0,9.0,7.0,13.0,12.0
J. Taylor,25,67,62.0,61.0,39.0,62.0,40.0,66.0,52.0,62.0,58.0,64.0,87.0,88.0,86.0,61.0,80.0,61.0,75.0,78.0,54.0,64.0,60.0,28.0,62.0,58.0,63.0,62.0,24.0,25.0,20.0,6.0,16.0,16.0,7.0,10.0
R. Hall,24,67,69.0,62.0,59.0,61.0,57.0,68.0,67.0,63.0,56.0,64.0,86.0,88.0,76.0,61.0,82.0,60.0,78.0,64.0,60.0,61.0,56.0,13.0,63.0,54.0,51.0,59.0,53.0,20.0,13.0,13.0,11.0,9.0,10.0,16.0
S. Gbohouo,29,67,13.0,12.0,11.0,14.0,12.0,11.0,16.0,11.0,13.0,17.0,40.0,42.0,40.0,65.0,55.0,11.0,50.0,30.0,68.0,16.0,31.0,12.0,11.0,36.0,23.0,13.0,15.0,13.0,12.0,66.0,65.0,70.0,65.0,68.0
N. Yeri,26,67,65.0,55.0,59.0,68.0,43.0,65.0,53.0,41.0,64.0,67.0,74.0,77.0,74.0,65.0,69.0,61.0,66.0,80.0,72.0,59.0,69.0,63.0,65.0,63.0,51.0,58.0,66.0,67.0,66.0,13.0,14.0,14.0,12.0,14.0
M. Pinato,23,67,63.0,60.0,56.0,73.0,52.0,66.0,53.0,51.0,67.0,70.0,73.0,75.0,77.0,60.0,70.0,58.0,67.0,69.0,65.0,55.0,62.0,61.0,61.0,65.0,61.0,64.0,60.0,69.0,63.0,9.0,15.0,10.0,11.0,8.0
M. Johnson,27,67,68.0,50.0,44.0,64.0,54.0,69.0,60.0,54.0,53.0,67.0,89.0,86.0,85.0,55.0,71.0,67.0,61.0,72.0,57.0,54.0,31.0,34.0,55.0,57.0,53.0,66.0,48.0,52.0,49.0,14.0,14.0,11.0,10.0,7.0
D. Wouters,21,67,31.0,21.0,64.0,68.0,20.0,38.0,48.0,65.0,66.0,60.0,51.0,54.0,48.0,64.0,43.0,56.0,53.0,73.0,79.0,55.0,68.0,67.0,25.0,60.0,25.0,66.0,61.0,68.0,66.0,10.0,10.0,15.0,8.0,15.0
J. Campuzano,22,67,36.0,32.0,50.0,70.0,42.0,62.0,38.0,42.0,65.0,62.0,72.0,73.0,74.0,63.0,73.0,56.0,73.0,89.0,65.0,49.0,72.0,65.0,39.0,51.0,36.0,63.0,64.0,66.0,57.0,15.0,8.0,15.0,5.0,6.0
